record_id,name,name_alphabetized,operational_status,organization_type,description,url,alternate_or_former_names,acronym,alternate_or_former_acronyms,budget_code,open_datasets_url,founding_year,principal_officer_full_name,principal_officer_given_name,principal_officer_middle_name_or_initial,principal_officer_family_name,principal_officer_suffix,principal_officer_name,principal_officer_title,principal_officer_contact_url,notes,instance_of,name_nycgov_agency_list,name_nycgov_mayors_office,name_nyc_open_data_portal,name_oda,name_cpo,name_wegov,name_greenbook,name_checkbook,name_hoo,name_ops,in_org_chart,reports_to,reporting_notes,jan_2025_org_chart,listed_in_nyc_gov_agency_directory
NYC_GOID_000071,Lincoln Center Theater,Lincoln Center Theater,Active,Nonprofit Organization,,https://www.lct.org/,,LCT,,,,,Kewsong Lee,Kewsong,,Lee,,Lear deBessonet,Artistic Director,,,Cultural Institutions Group,,,,,,,,,,CIG - Lincoln Center for the Performing Arts,,,,FALSE,FALSE
NYC_GOID_000072,Metropolitan Museum of Art,Metropolitan Museum of Art,Active,Nonprofit Organization,,https://www.metmuseum.org/,,,,,,,Max Hollein,Max,,Hollein,,Max Hollein,Marina Kellen French Director and CEO,,,Cultural Institutions Group,,,,,,,,,,CIG - Metropolitan Museum of Art,,,,FALSE,FALSE
NYC_GOID_000073,Museum of the City of New York,"City of New York, Museum of the",Active,Nonprofit Organization,,https://www.mcny.org/,,MCNY,,,,,Stephanie Hill Wilchfort,Stephanie,,Hill Wilchfort,,,Ronay Menschel Director and President,,,Cultural Institutions Group,,,,,,,,,,CIG - Museum of the City of New York,,,,FALSE,FALSE
NYC_GOID_000074,Museum of Jewish Heritage,"Jewish Heritage, Museum of",Active,Nonprofit Organization,,https://mjhnyc.org/,,,,,,,Jack Kliger,Jack,,Kliger,,,President & CEO,,,Cultural Institutions Group,,,,,,,,,,CIG - Museum of Jewish Heritage,,,,FALSE,FALSE
NYC_GOID_000075,Museum of Modern Art,"Modern Art, Museum of",Active,Nonprofit Organization,,https://www.moma.org/,,MoMA,,,,,Glenn D. Lowry,Glenn,D.,Lowry,,Glenn D. Lowry,David Rockefeller Director,,,Cultural Institutions Group,,,,,,,,,,CIG - Museum of Modern Art,,,,FALSE,FALSE
NYC_GOID_000076,Museum of the Moving Image,"Moving Image, Museum of the",Active,Nonprofit Organization,,https://movingimage.us/,,MoMI,,,,,Aziz Isham,Aziz,,Isham,,,Executive Director,,,Cultural Institutions Group,,,,,,,,,,CIG - Museum of the Moving Image,,,,FALSE,FALSE
NYC_GOID_000077,New York Botanical Garden,"Botanical Garden, New York",Active,Nonprofit Organization,,https://www.nybg.org/,,NYBG,,,,,Jennifer Bernstein,Jennifer,,Bernstein,,Jennifer Bernstein,CEO & The William C. Steere Sr. President,,,Cultural Institutions Group,,,,,,,,,,CIG - New York Botanical Garden,,,,FALSE,FALSE
NYC_GOID_000078,New York City Ballet,"Ballet, New York City",Active,Nonprofit Organization,,https://www.nycballet.com/,,,,,,,Katherine E. Brown,Katherine,,Brown,,Jonathan Stafford,Executive Director,,,Cultural Institutions Group,,,,,,,,,,CIG - New York City Ballet,,,,FALSE,FALSE
NYC_GOID_000079,New York City Center,New York City Center,Active,Nonprofit Organization,,https://www.nycitycenter.org/,,,,,,,Michael S. Rosenberg,Michael,,Rosenberg,,,President & CEO,,,Cultural Institutions Group,,,,,,,,,,CIG - New York City Center,,,,FALSE,FALSE
NYC_GOID_000080,New York Hall of Science,"Hall of Science, New York",Active,Nonprofit Organization,,https://nysci.org/,,NYSCI,,,,,Lisa J. Gugenheim,Lisa,,Gugenheim,,,CEO and President,,,Cultural Institutions Group,,,,,,,,,,CIG - New York Hall of Science,,,,FALSE,FALSE
NYC_GOID_000081,MoMA PS1,PS 1 Contemporary Art Center,Active,Nonprofit Organization,,https://www.momaps1.org/,PS 1 Contemporary Art Center,MOMA PS1,,,,,Connie Butler,Connie,,Butler,,,The Agnes Gund Director,,,Cultural Institutions Group,,,,,,,,,,CIG - PS 1 Contemporary Art Center,,,,FALSE,FALSE
NYC_GOID_000082,Public Theater,Public Theater,Active,Nonprofit Organization,,https://publictheater.org/,,,,,,,Patrick Willingham,Patrick,,Willingham,,Oskar Eustis,Executive Director,,,Cultural Institutions Group,,,,,,,,,,CIG - Public Theater,,,,FALSE,FALSE
NYC_GOID_000083,Queens Botanical Garden,"Botanical Garden, Queens",Active,Nonprofit Organization,,https://queensbotanical.org/,,QBG,,,,,Evie Hantzopoulos,Evie,,Hantzopoulos,,,Executive Director,,,Cultural Institutions Group,,,,,,,,,,CIG - Queens Botanical Garden,,,,FALSE,FALSE
NYC_GOID_000084,Queens Museum,"Museum, Queens",Active,Nonprofit Organization,,https://queensmuseum.org/,,,,,,,Sally Tallant,Sally,,Tallant,,,President and Executive Director,,,Cultural Institutions Group,,,,,,,,,,CIG - Queens Museum of Art,,,,FALSE,FALSE
NYC_GOID_000085,Queens Theatre in the Park,"Theatre in the Park, Queens",Active,Nonprofit Organization,,https://queenstheatre.org/,,,,,,,Taryn Sacramone,Taryn,,Sacramone,,,Executive Director,,,Cultural Institutions Group,,,,,,,,,,CIG - Queens Theatre in the Park,,,,FALSE,FALSE
NYC_GOID_000086,Snug Harbor Cultural Center and Botanical Garden,Snug Harbor Cultural Center and Botanical Garden,Active,Nonprofit Organization,,https://snug-harbor.org/,,,,,,,Jessica Baker Vodoor,Jessica,,Baker Vodoor,,,President & CEO,,,Cultural Institutions Group,,,,,,,,,,CIG - Snug Harbor Cultural Center & Botanical Garden (SHCC),,,,FALSE,FALSE
NYC_GOID_000087,Staten Island Children's Museum,"Children's Museum, Staten Island",Active,Nonprofit Organization,,https://www.sichildrensmuseum.org/,,,,,,,Dina Rosenthal,Dina,,Rosenthal,,,Executive Director,,,Cultural Institutions Group,,,,,,,,,,CIG - Staten Island Children's Museum,,,,FALSE,FALSE
NYC_GOID_000088,Staten Island Historical Society,"Historical Society, Staten Island",Active,Nonprofit Organization,,https://www.historicrichmondtown.org/,,,,,,,Jessica B. Phillips,Jessica,,Phillips,,,Chief Executive Officer,,,Cultural Institutions Group,,,,,,,,,,CIG - Staten Island Historical Society,,,,FALSE,FALSE
NYC_GOID_000089,Staten Island Museum,"Museum, Staten Island",Active,Nonprofit Organization,,https://www.statenislandmuseum.org/,,,,,,,Janice Monger,Janice,,Monger,,,President & Chief Executive Officer,,,Cultural Institutions Group,,,,,,,,,,CIG - Staten Island Museum (also known as SIIAS),,,,FALSE,FALSE
NYC_GOID_000090,Staten Island Zoological Society,"Zoological Society, Staten Island",Active,Nonprofit Organization,,https://www.statenislandzoo.org/,,,,,,,Ken Mitchell,Ken,,Mitchell,,,Executive Director,,,Cultural Institutions Group,,,,,,,,,,CIG - Staten Island Zoological Society,,,,FALSE,FALSE
NYC_GOID_000091,Studio Museum in Harlem,Studio Museum in Harlem,Active,Nonprofit Organization,,https://studiomuseum.org/,,,,,,,Thelma Golden,Thelma,,Golden,,Thelma Golden,Ford Foundation Director and Chief Curator,,,Cultural Institutions Group,,,,,,,,,,CIG - Studio Museum in Harlem,,,,FALSE,FALSE
NYC_GOID_000092,Wave Hill,Wave Hill,Active,Nonprofit Organization,,https://www.wavehill.org/,,,,,,,Ray B. Oladapo-Johnson,Ray,,Oladapo-Johnson,,,President & Executive Director,,,Cultural Institutions Group,,,,,,,,,,CIG - Wave Hill,,,,FALSE,FALSE
NYC_GOID_000093,Weeksville Heritage Center,Weeksville Heritage Center,Active,Nonprofit Organization,,https://www.weeksvillesociety.org/,,,,,,,Raymond Codrington,Raymond,,Codrington,,,CEO,,,Cultural Institutions Group,,,,,,,,,,CIG - Weeksville Heritage Center,,,,FALSE,FALSE
NYC_GOID_000094,Wildlife Conservation Society,Wildlife Conservation Society,Active,Nonprofit Organization,,https://www.wcs.org/,,WCS,,,,,Adam F. Falk,Adam,F.,Falk,,Adam F. Falk,President and CEO,,,Cultural Institutions Group,,,,,,,,,,CIG - Wildlife Conservation Society,,,,FALSE,FALSE
NYC_GOID_000095,Citizens' Advisory Committee,Citizens' Advisory Committee,Verification Pending,Advisory or Regulatory Organization,,,,,,,,2017,,,,,,,,,,,,,,,,,,,,Citizens' Advisory Committee (DCLA),,,,FALSE,FALSE
NYC_GOID_000096,City Commission on Human Rights,City Commission on Human Rights,Active,Advisory or Regulatory Organization,"The New York City Commission on Human Rights is charged with the enforcement of the Human Rights Law, Title 8 of the Administrative Code of the City of New York, and with educating the public and encouraging positive community relations.",https://www.nyc.gov/site/cchr/index.page,,CCHR,,226,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=Commission+on+Human+Rights+%28CCHR%29,1955,Annabel Palma,Annabel,,Palma,,Annabel Palma,Chair and Commissioner,https://www.nyc.gov/site/cchr/about/email-the-commissioner.page,,,"Human Rights, City Commission on (CCHR)","Human Rights, City Commission on (CCHR)",Commission on Human Rights (CCHR),City Commission on Human Rights (CCHR),Commission on Human Rights,Commission on Human Rights,"Human Rights, Commission on",Commission on Human Rights,"Human Rights, City Commission on (CCHR)",City Commission on Human Rights,TRUE,Chief Counsel to the Mayor and City Hall,,TRUE,TRUE
NYC_GOID_000097,New York City Council,"City Council, New York City",Active,Elected Office,"The Council monitors the operation and performance of city agencies, makes land use decisions and has sole responsibility for approving the city's budget. It also legislates on a wide range of other subjects. The Council is an equal partner with the Mayor in the governing of New York City.",https://council.nyc.gov/,City Council,NYCC,,102,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=City+Council+%28NYCC%29,1653,Adrienne Adams,Adrienne,,Adams,,Adrienne Adams,Speaker,https://council.nyc.gov/districts/,To find more info on individual City Council Districts visit https://council.nyc.gov/districts/,,"City Council, New York","City Council, New York",City Council (NYCC),City Council (NYCC),,City Council,City Council,City Council,"City Council, New York",City Council,TRUE,,,TRUE,TRUE
NYC_GOID_000098,City Planning Commission,City Planning Commission,Active,Advisory or Regulatory Organization,,https://www.nyc.gov/content/planning/pages/commission,,CPC,,,,1936,Dan Garodnick,Dan,,Garodnick,,Dan Garodnick,Chair and Director,,,,,,,,,City Planning Commission,City Planning Commission,,,City Planning Commission,,,,FALSE,TRUE
NYC_GOID_000099,City University of New York,City University of New York,Active,State Government Agency,"The City University of New York (CUNY) is the largest urban university in the US, serving more than 400,000 students.",https://www.cuny.edu/,,CUNY,,042,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=City+University+of+New+York+%28CUNY%29,1847,Felix V. Matos Rodriguez,Felix,V. Matos,Rodriguez,,Felix V. Matos Rodriguez,Chancellor,https://www.cuny.edu/contact-us/,,,City University of New York (CUNY),City University of New York (CUNY),City University of New York (CUNY),City University of New York (CUNY),,City University of New York,City University of New York,City University of New York,City University of New York (CUNY),CUNY - Board of Trustees,TRUE,Deputy Mayor for Strategic Initiatives,,TRUE,TRUE
NYC_GOID_000100,City University Construction Fund,City University Construction Fund,Active,Public Benefit or Development Organization,,https://www.cuny.edu/about/administration/offices/fpcm/cucf/,,CUCF,,,,1966,Mohamed Attalla,Mohamed,,Attalla,,,Executive Director,,,,,,,,,City University Construction Fund,City University Construction Fund,City University Construction Fund,,CUNY Construction Fund - Board of Trustees,,,,FALSE,TRUE
NYC_GOID_000101,Graduate Education Task Force,Graduate Education Task Force,Dissolved,Advisory or Regulatory Organization,,https://www.cuny.edu/academics/current-initiatives/grad-ed-task-force/,,,,,,,,,,,,,,,,,,,,,,,,,,CUNY Task Force,,,,FALSE,FALSE
NYC_GOID_000102,Civic Engagement Commission,Civic Engagement Commission,Active,Division,"The Civic Engagement Commission strives to enhance civic participation, promote civic trust, and strengthen democracy in New York City.",https://www.nyc.gov/site/civicengagement/index.page,,CEC,,,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=Civic+Engagement+Commission+%28CEC%29,2019,Sarah Sayeed,Sarah,,Sayeed,,Sarah Sayeed,Chair and Executive Director,https://www.nyc.gov/site/civicengagement/about/contact.page,,,Civic Engagement Commission (CEC),Civic Engagement Commission (CEC),Civic Engagement Commission (CEC),Civic Engagement Commission (CEC),Civic Engagement Commission,Civic Engagement Commission,,,Civic Engagement Commission (CEC),Civic Engagement Commission,TRUE,Mayor's Office of Civic Engagement,,TRUE,TRUE
NYC_GOID_000103,Civil Service Commission,Civil Service Commission,Active,Advisory or Regulatory Organization,The Civil Service Commission functions as a quasi-judicial body for individual appeals from disciplinary actions and appeals from decisions of the Commissioner of the Department of Citywide Administrative Services and acts as guardian of the City's merit system.,https://www.nyc.gov/site/csc/index.page,,CSC,,134,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=Civil+Service+Commission,1883,Amanda M. Wismans,Amanda,G.,Wismans,,Nancy G. Chaffetz,Executive Director and General Counsel,https://www.nyc.gov/site/csc/about/send-a-message-to-chair.page,,,Civil Service Commission (CSC),Civil Service Commission (CSC),Civil Service Commission,Civil Service Commission (CSC),Civil Service Commission,Civil Service Commission,"Civil Service Commission, City",Civil Service Commission,Civil Service Commission (CSC),Civil Service Commission,,,,FALSE,TRUE
NYC_GOID_000105,Civilian Complaint Review Board,Civilian Complaint Review Board,Active,Advisory or Regulatory Organization,The agency takes complaints from people who believe they've experienced misconduct by a NYC police officer and want to file a complaint. The CCRB is impartial and not part of the police department.,https://www.nyc.gov/site/ccrb/index.page,,CCRB,,054,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=Civilian+Complaint+Review+Board+%28CCRB%29,1953,Jonathan Darche,Jonathan,,Darche,,Jonathan Darche,Executive Director,https://www.nyc.gov/site/ccrb/about/contact/email-executive-director.page,,,Civilian Complaint Review Board (CCRB),Civilian Complaint Review Board (CCRB),Civilian Complaint Review Board (CCRB),Civilian Complaint Review Board (CCRB),Civilian Complaint Review Board,Civilian Complaint Review Board,Civilian Complaint Review Board,Civilian Complaint Review Board,Civilian Complaint Review Board (CCRB),Civilian Complaint Review Board,TRUE,Chief Counsel to the Mayor and City Hall,,TRUE,TRUE
NYC_GOID_000106,Climate Change Adaptation Taskforce,Climate Change Adaptation Taskforce,Dissolved,Advisory or Regulatory Organization,,,,,,,,,,,,,,,,,,,,,,,,,,,,Climate Change Adaptation Taskforce,,,,FALSE,FALSE
NYC_GOID_000107,Climate Mobilization Advisory Board,Climate Mobilization Advisory Board,Verification Pending,Advisory or Regulatory Organization,,,,,,,,,,,,,,,,,,,,,,,,,,,,Climate Mobilization Advisory Board,,,,FALSE,FALSE
NYC_GOID_000108,Commercial Waste Zone Safety Task Force,Commercial Waste Zone Safety Task Force,Verification Pending,Advisory or Regulatory Organization,,,,,,,,,,,,,,,,,,,,,,,,,,,,Commercial Waste Zone Safety Task Force,,,,FALSE,FALSE
NYC_GOID_000109,Commission to Combat Police Corruption,"Combat Police Corruption, Commission to",Active,Advisory or Regulatory Organization,"The Commission to Combat Police Corruption was created in 1995 as a permanent board to monitor and evaluate the anti-corruption programs, activities, commitment, and efforts of the New York City Police Department, and is completely independent of the NYPD.",https://www.nyc.gov/site/ccpc/index.page,,CCPC,,,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=Commission+to+Combat+Police+Corruption+%28CCPC%29,1995,,,Hirata,,,Kathy Hirata Chin,Executive Director,https://www.nyc.gov/site/ccpc/about/email-the-chairperson.page,,,Commission to Combat Police Corruption (CCPC),Commission to Combat Police Corruption (CCPC),Commission to Combat Police Corruption (CCPC),Commission to Combat Police Corruption (CCPC),Commission to Combat Police Corruption,Commission to Combat Police Corruption,"Police Corruption, Commission To Combat",,Commission to Combat Police Corruption (CCPC),Commission to Combat Police Corruption,TRUE,Chief Counsel to the Mayor and City Hall,,TRUE,TRUE
